"local_authority_name","hour","count_date","cars_and_taxis","buses_and_coaches","lgvs"
"Islington","15:00:00","2018-09-12",260,57,61
"Waltham Forest","15:00:00","2018-09-12",161,34,24
"Westminster","15:00:00","2018-09-12",775,158,128
"Barking and Dagenham","16:00:00","2018-09-12",208,13,33
"Croydon","16:00:00","2018-09-12",2434,67,515
"Hackney","16:00:00","2018-09-12",43,0,4
"Haringey","16:00:00","2018-09-12",460,2,96
"Havering","16:00:00","2018-09-12",727,41,84
"Islington","16:00:00","2018-09-12",281,50,90
"Waltham Forest","16:00:00","2018-09-12",204,42,29
"Westminster","16:00:00","2018-09-12",850,181,108
"Barking and Dagenham","17:00:00","2018-09-12",189,10,19
"Croydon","17:00:00","2018-09-12",2590,45,375
"Hackney","17:00:00","2018-09-12",41,0,3
"Haringey","17:00:00","2018-09-12",468,0,91
"Havering","17:00:00","2018-09-12",738,34,83
"Islington","17:00:00","2018-09-12",334,43,56
"Waltham Forest","17:00:00","2018-09-12",232,36,15
"Westminster","17:00:00","2018-09-12",723,173,87
"Barking and Dagenham","18:00:00","2018-09-12",211,10,25
"Croydon","18:00:00","2018-09-12",2741,45,344
"Hackney","18:00:00","2018-09-12",34,0,3
"Haringey","18:00:00","2018-09-12",498,0,58
"Havering","18:00:00","2018-09-12",621,24,64
"Islington","18:00:00","2018-09-12",430,49,57
"Waltham Forest","18:00:00","2018-09-12",264,36,16
"Westminster","18:00:00","2018-09-12",707,163,53
"Bexley","07:00:00","2018-09-13",235,0,48
"Brent","07:00:00","2018-09-13",42,0,5
"Croydon","07:00:00","2018-09-13",304,9,105
"Enfield","07:00:00","2018-09-13",70,0,8
"Greenwich","07:00:00","2018-09-13",1811,77,482
"Islington","07:00:00","2018-09-13",411,49,145
"Kensington and Chelsea","07:00:00","2018-09-13",263,74,159
"Lewisham","07:00:00","2018-09-13",718,42,275
"Westminster","07:00:00","2018-09-13",164,0,147
"Bexley","08:00:00","2018-09-13",265,0,34
"Brent","08:00:00","2018-09-13",87,0,4
"Croydon","08:00:00","2018-09-13",435,13,102
"Enfield","08:00:00","2018-09-13",168,0,11
"Greenwich","08:00:00","2018-09-13",2120,76,466
"Islington","08:00:00","2018-09-13",482,38,118
"Kensington and Chelsea","08:00:00","2018-09-13",323,67,119
"Lewisham","08:00:00","2018-09-13",943,34,253
"Westminster","08:00:00","2018-09-13",169,0,120
"Bexley","09:00:00","2018-09-13",188,0,28
"Brent","09:00:00","2018-09-13",43,1,3
"Croydon","09:00:00","2018-09-13",400,18,107
"Enfield","09:00:00","2018-09-13",53,0,10
"Greenwich","09:00:00","2018-09-13",1881,110,516
"Islington","09:00:00","2018-09-13",418,32,124
"Kensington and Chelsea","09:00:00","2018-09-13",376,79,180
"Lewisham","09:00:00","2018-09-13",738,52,205
"Westminster","09:00:00","2018-09-13",147,0,122
"Bexley","10:00:00","2018-09-13",158,0,41
"Brent","10:00:00","2018-09-13",42,0,7
"Croydon","10:00:00","2018-09-13",347,12,110
"Enfield","10:00:00","2018-09-13",62,0,14
"Greenwich","10:00:00","2018-09-13",1626,85,539
"Islington","10:00:00","2018-09-13",464,37,149
"Kensington and Chelsea","10:00:00","2018-09-13",336,65,122
"Lewisham","10:00:00","2018-09-13",705,36,224
"Westminster","10:00:00","2018-09-13",197,0,125
"Bexley","11:00:00","2018-09-13",181,0,33
"Brent","11:00:00","2018-09-13",42,0,6
"Croydon","11:00:00","2018-09-13",400,12,118
"Enfield","11:00:00","2018-09-13",60,1,7
"Greenwich","11:00:00","2018-09-13",1570,76,558
"Islington","11:00:00","2018-09-13",443,34,156
"Kensington and Chelsea","11:00:00","2018-09-13",351,71,139
"Lewisham","11:00:00","2018-09-13",770,29,183
"Westminster","11:00:00","2018-09-13",231,0,139
"Bexley","12:00:00","2018-09-13",191,0,23
"Brent","12:00:00","2018-09-13",53,0,6
"Croydon","12:00:00","2018-09-13",410,19,111
"Enfield","12:00:00","2018-09-13",69,0,8
"Greenwich","12:00:00","2018-09-13",1693,86,547
"Islington","12:00:00","2018-09-13",355,32,104
"Kensington and Chelsea","12:00:00","2018-09-13",338,65,114
"Lewisham","12:00:00","2018-09-13",719,40,201
"Westminster","12:00:00","2018-09-13",218,1,112
"Bexley","13:00:00","2018-09-13",173,1,38
"Brent","13:00:00","2018-09-13",36,0,3
"Croydon","13:00:00","2018-09-13",397,12,107
"Enfield","13:00:00","2018-09-13",71,2,4
"Greenwich","13:00:00","2018-09-13",1728,77,480
"Islington","13:00:00","2018-09-13",398,35,142
"Kensington and Chelsea","13:00:00","2018-09-13",297,59,83
"Lewisham","13:00:00","2018-09-13",777,32,213
"Westminster","13:00:00","2018-09-13",220,0,96
"Bexley","14:00:00","2018-09-13",191,0,24
"Brent","14:00:00","2018-09-13",45,0,7
"Croydon","14:00:00","2018-09-13",378,16,94
"Enfield","14:00:00","2018-09-13",90,1,8
"Greenwich","14:00:00","2018-09-13",1898,95,518
"Islington","14:00:00","2018-09-13",397,36,134
"Kensington and Chelsea","14:00:00","2018-09-13",398,76,97
"Lewisham","14:00:00","2018-09-13",805,36,181
"Westminster","14:00:00","2018-09-13",207,0,64
"Bexley","15:00:00","2018-09-13",294,0,25
"Brent","15:00:00","2018-09-13",79,2,4
"Croydon","15:00:00","2018-09-13",458,15,106
"Enfield","15:00:00","2018-09-13",120,0,7
"Greenwich","15:00:00","2018-09-13",2014,91,503
"Islington","15:00:00","2018-09-13",362,33,112
"Kensington and Chelsea","15:00:00","2018-09-13",475,72,103
"Lewisham","15:00:00","2018-09-13",834,36,208
"Westminster","15:00:00","2018-09-13",248,1,71
"Bexley","16:00:00","2018-09-13",249,0,40
"Brent","16:00:00","2018-09-13",50,0,9
"Croydon","16:00:00","2018-09-13",484,26,92
"Enfield","16:00:00","2018-09-13",86,0,5
"Greenwich","16:00:00","2018-09-13",2076,77,547
"Islington","16:00:00","2018-09-13",446,38,136
"Kensington and Chelsea","16:00:00","2018-09-13",382,69,68
"Lewisham","16:00:00","2018-09-13",764,38,196
"Westminster","16:00:00","2018-09-13",251,0,61
"Bexley","17:00:00","2018-09-13",325,0,46
"Brent","17:00:00","2018-09-13",59,0,12
"Croydon","17:00:00","2018-09-13",553,15,91
"Enfield","17:00:00","2018-09-13",69,0,4
"Greenwich","17:00:00","2018-09-13",2535,74,459
"Islington","17:00:00","2018-09-13",507,40,85
"Kensington and Chelsea","17:00:00","2018-09-13",437,65,59
"Lewisham","17:00:00","2018-09-13",838,27,145
"Westminster","17:00:00","2018-09-13",277,0,39
"Bexley","18:00:00","2018-09-13",380,0,49
"Brent","18:00:00","2018-09-13",50,0,9
"Croydon","18:00:00","2018-09-13",533,16,67
"Enfield","18:00:00","2018-09-13",51,0,6
"Greenwich","18:00:00","2018-09-13",2526,72,411
"Islington","18:00:00","2018-09-13",498,34,68
"Kensington and Chelsea","18:00:00","2018-09-13",369,49,50
"Lewisham","18:00:00","2018-09-13",949,36,114
"Westminster","18:00:00","2018-09-13",366,0,30
"Barking and Dagenham","07:00:00","2018-09-14",52,9,14
"Bexley","07:00:00","2018-09-14",79,0,9
"Bromley","07:00:00","2018-09-14",492,2,153
"Croydon","07:00:00","2018-09-14",397,27,139
"Hackney","07:00:00","2018-09-14",428,15,114
"Harrow","07:00:00","2018-09-14",965,58,191
"Kingston upon Thames","07:00:00","2018-09-14",1218,25,295
"Redbridge","07:00:00","2018-09-14",502,0,52
"Richmond upon Thames","07:00:00","2018-09-14",1572,111,372
"Southwark","07:00:00","2018-09-14",620,17,309
"Wandsworth","07:00:00","2018-09-14",862,48,273
"Westminster","07:00:00","2018-09-14",149,238,67
"Barking and Dagenham","08:00:00","2018-09-14",71,6,12
"Bexley","08:00:00","2018-09-14",160,0,16
"Bromley","08:00:00","2018-09-14",660,3,128
"Croydon","08:00:00","2018-09-14",506,31,119
"Hackney","08:00:00","2018-09-14",457,17,114
"Harrow","08:00:00","2018-09-14",1051,48,149
"Kingston upon Thames","08:00:00","2018-09-14",1419,41,269
"Redbridge","08:00:00","2018-09-14",668,0,63
"Richmond upon Thames","08:00:00","2018-09-14",1636,114,297
"Southwark","08:00:00","2018-09-14",662,17,299
"Wandsworth","08:00:00","2018-09-14",985,61,228
"Westminster","08:00:00","2018-09-14",230,279,79
"Barking and Dagenham","09:00:00","2018-09-14",57,5,25
"Bexley","09:00:00","2018-09-14",96,0,13
"Bromley","09:00:00","2018-09-14",369,1,106
"Croydon","09:00:00","2018-09-14",444,23,104
"Hackney","09:00:00","2018-09-14",407,16,122
"Harrow","09:00:00","2018-09-14",1080,42,178
"Kingston upon Thames","09:00:00","2018-09-14",1346,20,280
"Redbridge","09:00:00","2018-09-14",328,0,41
"Richmond upon Thames","09:00:00","2018-09-14",1401,117,302
"Southwark","09:00:00","2018-09-14",532,16,225
"Wandsworth","09:00:00","2018-09-14",878,57,243
"Westminster","09:00:00","2018-09-14",260,264,69
"Barking and Dagenham","10:00:00","2018-09-14",56,6,25
"Bexley","10:00:00","2018-09-14",56,0,15
"Bromley","10:00:00","2018-09-14",248,1,59
"Croydon","10:00:00","2018-09-14",453,33,149
"Hackney","10:00:00","2018-09-14",403,16,117
"Harrow","10:00:00","2018-09-14",1026,44,188
"Kingston upon Thames","10:00:00","2018-09-14",1586,26,291
"Redbridge","10:00:00","2018-09-14",262,0,47
"Richmond upon Thames","10:00:00","2018-09-14",1528,112,335
"Southwark","10:00:00","2018-09-14",537,15,279
"Wandsworth","10:00:00","2018-09-14",727,55,301
"Westminster","10:00:00","2018-09-14",273,244,71
"Barking and Dagenham","11:00:00","2018-09-14",73,6,24
"Bexley","11:00:00","2018-09-14",78,0,14
"Bromley","11:00:00","2018-09-14",223,4,46
"Croydon","11:00:00","2018-09-14",496,39,127
"Hackney","11:00:00","2018-09-14",419,17,117
"Harrow","11:00:00","2018-09-14",1049,41,191
"Kingston upon Thames","11:00:00","2018-09-14",1293,23,274
"Redbridge","11:00:00","2018-09-14",237,0,46
"Richmond upon Thames","11:00:00","2018-09-14",1340,110,374
"Southwark","11:00:00","2018-09-14",548,10,284
"Wandsworth","11:00:00","2018-09-14",755,49,247
"Westminster","11:00:00","2018-09-14",274,226,66
"Barking and Dagenham","12:00:00","2018-09-14",68,6,17
"Bexley","12:00:00","2018-09-14",90,0,25
"Bromley","12:00:00","2018-09-14",244,0,44
"Croydon","12:00:00","2018-09-14",511,27,105
"Hackney","12:00:00","2018-09-14",443,13,131
"Harrow","12:00:00","2018-09-14",901,43,153
"Kingston upon Thames","12:00:00","2018-09-14",1354,28,260
"Redbridge","12:00:00","2018-09-14",269,0,46
"Richmond upon Thames","12:00:00","2018-09-14",1282,99,246
"Southwark","12:00:00","2018-09-14",565,11,248
"Wandsworth","12:00:00","2018-09-14",769,44,233
"Westminster","12:00:00","2018-09-14",219,214,44
"Barking and Dagenham","13:00:00","2018-09-14",64,5,19
"Bexley","13:00:00","2018-09-14",65,0,21
"Bromley","13:00:00","2018-09-14",226,1,45
"Croydon","13:00:00","2018-09-14",566,36,113
"Hackney","13:00:00","2018-09-14",430,14,99
"Harrow","13:00:00","2018-09-14",930,40,148
"Kingston upon Thames","13:00:00","2018-09-14",1240,28,266
"Redbridge","13:00:00","2018-09-14",286,0,50
"Richmond upon Thames","13:00:00","2018-09-14",1314,102,273
"Southwark","13:00:00","2018-09-14",576,19,292
"Wandsworth","13:00:00","2018-09-14",835,51,208
"Westminster","13:00:00","2018-09-14",197,233,30
"Barking and Dagenham","14:00:00","2018-09-14",76,7,13
"Bexley","14:00:00","2018-09-14",92,0,7
"Bromley","14:00:00","2018-09-14",294,0,52
"Croydon","14:00:00","2018-09-14",581,27,92
"Hackney","14:00:00","2018-09-14",492,15,117
"Harrow","14:00:00","2018-09-14",1009,46,134
"Kingston upon Thames","14:00:00","2018-09-14",1305,43,202
"Redbridge","14:00:00","2018-09-14",307,0,42
"Richmond upon Thames","14:00:00","2018-09-14",1521,101,251
"Southwark","14:00:00","2018-09-14",662,14,295
"Wandsworth","14:00:00","2018-09-14",912,51,239
"Westminster","14:00:00","2018-09-14",219,210,30
"Barking and Dagenham","15:00:00","2018-09-14",56,5,10
"Bexley","15:00:00","2018-09-14",185,0,13
"Bromley","15:00:00","2018-09-14",372,1,56
"Croydon","15:00:00","2018-09-14",635,25,86
"Hackney","15:00:00","2018-09-14",476,19,124
"Harrow","15:00:00","2018-09-14",978,36,137
"Kingston upon Thames","15:00:00","2018-09-14",1616,24,190
"Redbridge","15:00:00","2018-09-14",527,0,59
"Richmond upon Thames","15:00:00","2018-09-14",1334,90,223
"Southwark","15:00:00","2018-09-14",652,13,279
"Wandsworth","15:00:00","2018-09-14",1000,51,222
"Westminster","15:00:00","2018-09-14",219,213,19
"Barking and Dagenham","16:00:00","2018-09-14",52,6,15
"Bexley","16:00:00","2018-09-14",118,0,16
"Bromley","16:00:00","2018-09-14",500,0,115
"Croydon","16:00:00","2018-09-14",593,30,69
"Hackney","16:00:00","2018-09-14",477,14,91
"Harrow","16:00:00","2018-09-14",1167,48,154
"Kingston upon Thames","16:00:00","2018-09-14",1901,22,187
"Redbridge","16:00:00","2018-09-14",523,0,72
"Richmond upon Thames","16:00:00","2018-09-14",1657,96,237
"Southwark","16:00:00","2018-09-14",705,15,294
"Wandsworth","16:00:00","2018-09-14",1006,52,241
"Westminster","16:00:00","2018-09-14",250,234,20
"Barking and Dagenham","17:00:00","2018-09-14",67,5,9
"Bexley","17:00:00","2018-09-14",125,0,15
"Bromley","17:00:00","2018-09-14",473,1,82
"Croydon","17:00:00","2018-09-14",599,25,83
"Hackney","17:00:00","2018-09-14",522,12,73
"Harrow","17:00:00","2018-09-14",1119,44,140
"Kingston upon Thames","17:00:00","2018-09-14",1783,28,153
"Redbridge","17:00:00","2018-09-14",469,0,37
"Richmond upon Thames","17:00:00","2018-09-14",1691,91,239
"Southwark","17:00:00","2018-09-14",734,12,254
"Wandsworth","17:00:00","2018-09-14",1073,50,193
"Westminster","17:00:00","2018-09-14",207,241,17
"Barking and Dagenham","18:00:00","2018-09-14",70,7,6
"Bexley","18:00:00","2018-09-14",99,0,11
"Bromley","18:00:00","2018-09-14",363,0,49
"Croydon","18:00:00","2018-09-14",623,27,58
"Hackney","18:00:00","2018-09-14",557,14,69
"Harrow","18:00:00","2018-09-14",1306,46,108
"Kingston upon Thames","18:00:00","2018-09-14",1936,30,124
"Redbridge","18:00:00","2018-09-14",442,0,30
"Richmond upon Thames","18:00:00","2018-09-14",1777,93,194
"Southwark","18:00:00","2018-09-14",776,11,208
"Wandsworth","18:00:00","2018-09-14",1093,55,144
"Westminster","18:00:00","2018-09-14",267,228,19
"Croydon","07:00:00","2018-09-17",415,0,38
"Ealing","07:00:00","2018-09-17",102,0,16
"Greenwich","07:00:00","2018-09-17",791,72,349
"Havering","07:00:00","2018-09-17",1348,17,217
"Richmond upon Thames","07:00:00","2018-09-17",894,16,134
"Sutton","07:00:00","2018-09-17",5,0,0
"Tower Hamlets","07:00:00","2018-09-17",674,64,332
"Westminster","07:00:00","2018-09-17",374,68,216
"Croydon","08:00:00","2018-09-17",425,0,21
"Ealing","08:00:00","2018-09-17",169,0,28
"Greenwich","08:00:00","2018-09-17",876,68,312
"Havering","08:00:00","2018-09-17",1413,34,202
"Richmond upon Thames","08:00:00","2018-09-17",749,15,120
"Sutton","08:00:00","2018-09-17",6,0,2
"Tower Hamlets","08:00:00","2018-09-17",953,89,333
"Westminster","08:00:00","2018-09-17",343,61,153
"Croydon","09:00:00","2018-09-17",248,0,30
"Ealing","09:00:00","2018-09-17",85,0,20
"Greenwich","09:00:00","2018-09-17",873,71,372
"Havering","09:00:00","2018-09-17",1021,22,113
"Richmond upon Thames","09:00:00","2018-09-17",549,13,115
"Sutton","09:00:00","2018-09-17",16,0,0
"Tower Hamlets","09:00:00","2018-09-17",807,63,375
"Westminster","09:00:00","2018-09-17",402,69,199
"Croydon","10:00:00","2018-09-17",172,0,21
"Ealing","10:00:00","2018-09-17",57,0,18
"Greenwich","10:00:00","2018-09-17",813,70,332
"Havering","10:00:00","2018-09-17",806,21,128
"Richmond upon Thames","10:00:00","2018-09-17",417,14,85
"Sutton","10:00:00","2018-09-17",9,0,3
"Tower Hamlets","10:00:00","2018-09-17",767,63,373
"Westminster","10:00:00","2018-09-17",513,69,205
"Croydon","11:00:00","2018-09-17",157,0,24
"Ealing","11:00:00","2018-09-17",58,0,24
"Greenwich","11:00:00","2018-09-17",797,66,290
"Havering","11:00:00","2018-09-17",822,18,118
"Richmond upon Thames","11:00:00","2018-09-17",460,12,96
"Sutton","11:00:00","2018-09-17",8,0,1
"Tower Hamlets","11:00:00","2018-09-17",812,40,375
"Westminster","11:00:00","2018-09-17",486,56,206
"Croydon","12:00:00","2018-09-17",200,0,24
"Ealing","12:00:00","2018-09-17",51,0,10
"Greenwich","12:00:00","2018-09-17",752,64,315
"Havering","12:00:00","2018-09-17",659,17,103
"Richmond upon Thames","12:00:00","2018-09-17",400,15,85
"Sutton","12:00:00","2018-09-17",9,0,1
"Tower Hamlets","12:00:00","2018-09-17",896,48,299
"Westminster","12:00:00","2018-09-17",434,65,181
"Croydon","13:00:00","2018-09-17",187,0,11
"Ealing","13:00:00","2018-09-17",68,0,17
"Greenwich","13:00:00","2018-09-17",789,61,258
"Havering","13:00:00","2018-09-17",766,19,116
"Richmond upon Thames","13:00:00","2018-09-17",417,16,94
"Sutton","13:00:00","2018-09-17",11,0,1
"Tower Hamlets","13:00:00","2018-09-17",884,53,307
"Westminster","13:00:00","2018-09-17",452,59,169
"Croydon","14:00:00","2018-09-17",216,0,19
"Ealing","14:00:00","2018-09-17",85,0,18
"Greenwich","14:00:00","2018-09-17",850,65,302
"Havering","14:00:00","2018-09-17",821,23,108
"Richmond upon Thames","14:00:00","2018-09-17",453,21,83
"Sutton","14:00:00","2018-09-17",7,1,0
"Tower Hamlets","14:00:00","2018-09-17",873,50,343
"Westminster","14:00:00","2018-09-17",443,60,184
"Croydon","15:00:00","2018-09-17",302,0,19
"Ealing","15:00:00","2018-09-17",76,0,11
"Greenwich","15:00:00","2018-09-17",1037,69,335
"Havering","15:00:00","2018-09-17",1032,26,161
"Richmond upon Thames","15:00:00","2018-09-17",529,17,84
"Sutton","15:00:00","2018-09-17",9,0,0
"Tower Hamlets","15:00:00","2018-09-17",984,50,290
"Westminster","15:00:00","2018-09-17",441,69,212
"Croydon","16:00:00","2018-09-17",314,1,29
"Ealing","16:00:00","2018-09-17",145,0,30
"Greenwich","16:00:00","2018-09-17",1007,62,250
"Havering","16:00:00","2018-09-17",1255,37,187
"Richmond upon Thames","16:00:00","2018-09-17",713,8,116
"Sutton","16:00:00","2018-09-17",12,0,0
"Tower Hamlets","16:00:00","2018-09-17",991,53,311
"Westminster","16:00:00","2018-09-17",467,75,186
"Croydon","17:00:00","2018-09-17",326,0,23
"Ealing","17:00:00","2018-09-17",222,0,36
"Greenwich","17:00:00","2018-09-17",1036,71,216
"Havering","17:00:00","2018-09-17",1243,19,125
"Richmond upon Thames","17:00:00","2018-09-17",807,11,78
"Sutton","17:00:00","2018-09-17",11,0,4
"Tower Hamlets","17:00:00","2018-09-17",789,35,181
"Westminster","17:00:00","2018-09-17",426,69,116
"Croydon","18:00:00","2018-09-17",267,0,21
"Ealing","18:00:00","2018-09-17",204,0,33
"Greenwich","18:00:00","2018-09-17",1063,71,192
"Havering","18:00:00","2018-09-17",1239,14,129
"Richmond upon Thames","18:00:00","2018-09-17",663,9,68
"Sutton","18:00:00","2018-09-17",15,0,3
"Tower Hamlets","18:00:00","2018-09-17",1130,50,161
"Westminster","18:00:00","2018-09-17",565,62,94
"Bromley","07:00:00","2018-09-18",781,8,112
"Ealing","07:00:00","2018-09-18",3370,72,1194
"Enfield","07:00:00","2018-09-18",62,0,8
"Harrow","07:00:00","2018-09-18",39,0,6
"Hillingdon","07:00:00","2018-09-18",65,0,11
"Newham","07:00:00","2018-09-18",44,0,9
"Southwark","07:00:00","2018-09-18",574,25,185
"Bromley","08:00:00","2018-09-18",1176,6,126
"Ealing","08:00:00","2018-09-18",3455,87,1102
"Enfield","08:00:00","2018-09-18",72,0,8
"Harrow","08:00:00","2018-09-18",64,4,4
"Hillingdon","08:00:00","2018-09-18",95,0,16
"Newham","08:00:00","2018-09-18",57,0,10
"Southwark","08:00:00","2018-09-18",670,23,191
"Bromley","09:00:00","2018-09-18",745,7,87
"Ealing","09:00:00","2018-09-18",3253,63,1169
"Enfield","09:00:00","2018-09-18",46,0,18
"Harrow","09:00:00","2018-09-18",38,0,8
"Hillingdon","09:00:00","2018-09-18",54,0,6
"Newham","09:00:00","2018-09-18",43,0,19
"Southwark","09:00:00","2018-09-18",577,22,175
"Bromley","10:00:00","2018-09-18",516,8,78
"Ealing","10:00:00","2018-09-18",2789,49,1197
"Enfield","10:00:00","2018-09-18",42,0,11
"Harrow","10:00:00","2018-09-18",29,0,8
"Hillingdon","10:00:00","2018-09-18",56,0,16
"Newham","10:00:00","2018-09-18",45,0,6
"Southwark","10:00:00","2018-09-18",499,20,183
"Bromley","11:00:00","2018-09-18",522,5,75
"Ealing","11:00:00","2018-09-18",2979,38,1138
"Enfield","11:00:00","2018-09-18",39,0,9
"Harrow","11:00:00","2018-09-18",23,0,4
"Hillingdon","11:00:00","2018-09-18",55,0,9
"Newham","11:00:00","2018-09-18",27,0,11
"Southwark","11:00:00","2018-09-18",463,19,181
"Bromley","12:00:00","2018-09-18",473,8,69
"Ealing","12:00:00","2018-09-18",3113,36,1261
"Enfield","12:00:00","2018-09-18",53,0,13
"Harrow","12:00:00","2018-09-18",42,0,2
"Hillingdon","12:00:00","2018-09-18",56,0,16
"Newham","12:00:00","2018-09-18",48,0,14
"Southwark","12:00:00","2018-09-18",508,19,163
"Bromley","13:00:00","2018-09-18",473,7,72
"Ealing","13:00:00","2018-09-18",3077,38,1196
"Enfield","13:00:00","2018-09-18",28,0,8
"Harrow","13:00:00","2018-09-18",22,0,4
"Hillingdon","13:00:00","2018-09-18",65,0,17
"Newham","13:00:00","2018-09-18",50,0,9
"Southwark","13:00:00","2018-09-18",471,18,176
"Bromley","14:00:00","2018-09-18",690,8,103
"Ealing","14:00:00","2018-09-18",2908,43,1090
"Enfield","14:00:00","2018-09-18",53,0,12
"Harrow","14:00:00","2018-09-18",34,0,2
"Hillingdon","14:00:00","2018-09-18",64,0,9
"Newham","14:00:00","2018-09-18",49,0,16
